inmate_id,case_number,bond_amount,bond_desc,date_scraped
100078131,T4TR2014009731,0,HOLD,2016-07-11
100158103,D202CR2015000989,0,SENTENCED,2016-07-11
100009827,D202CR201002884,0,HOLD,2016-07-11
100153021,D202CR201503035,1500,CASH ONLY,2016-07-11
100153021,T4CR201516471,0,NOLLIE PROSEQUI,2016-07-11
100153021,T4FR201602664,0,RELEASE ON RECOGN,2016-07-11
100153021,TMP0318630,25000,CASH/SURETY,2016-07-11
100051949,D202CR201501256,0,HOLD,2016-07-11
100051949,D202CR201601017,4000,OR,2016-07-11
100051949,D202CR201601017-1,0,CONCURRENT,2016-07-11
100051949,T4FR201602493,0,NOLLIE PROSEQUI,2016-07-11
100150323,D202CR201303055,0,HOLD,2016-07-11
100150323,D202CR201400450,0,HOLD,2016-07-11
100150323,RC160762,0,HOLD,2016-07-11
100150323,T4FR201602864,0,RELEASE ON RECOGN,2016-07-11
100245797,D202JR201600103,0,HOLD,2016-07-11
100245797,D202JR201600103-1,0,HOLD,2016-07-11
100245797,T4FR201602192,0,RELEASE ON RECOGN,2016-07-11
100208401,D202CR201503144,0,SENTENCED,2016-07-11
100208401,D202CR201600408,0,NOLLIE PROSEQUI,2016-07-11
100208401,T4CR201505343,0,COURT ORDER RELEASE,2016-07-11
100208401,T4CR201505952,0,CREDIT TIME SERVED,2016-07-11
100208401,T4CR201515012,0,GRAND JURY INDICTMENT,2016-07-11
100039939,D1329CR201500627,2500,CASH/SURETY,2016-07-11
100039939,M45MR201500644,200,CASH ONLY,2016-07-11
100039939,T4CR201603355,100,CASH ONLY,2016-07-11
100069118,T4CR201605047,50,CASH/SURETY,2016-07-11
100069118,T4DV201602012,5000,CASH/SURETY,2016-07-11
100086446,D202CR201502422,0,HOLD,2016-07-11
100226715,D202CR201400549,0,SENTENCED,2016-07-11
100226715,D202CR201400549-1,0,CONCURRENT,2016-07-11
100226715,D202CR201403926,0,SENTENCED,2016-07-11
100226715,D202CR201403926-2,0,CONCURRENT,2016-07-11
100226715,D202CR201503389,0,SUSPENDED,2016-07-11
100226715,T4CR201604023,0,DISMISSED,2016-07-11
100176760,D202CR201503088,0,HOLD,2016-07-11
100176760,T4FR201603563,15000,CASH/SURETY,2016-07-11
100226144,2ISP1 15 299,0,CANCELLED,2016-07-11
100226144,D202CR201303889,0,SENTENCED,2016-07-11
100226144,D202CR201402493,0,CONCURRENT,2016-07-11
100226144,D202CR201600172,0,SENTENCED,2016-07-11
100226144,T4DW201501744-1,0,DISMISSED,2016-07-11
100226144,T4FR201600049,0,GRAND JURY INDICTMENT,2016-07-11
100143880,D202CR201502993,0,HOLD,2016-07-11
100143880,D202CR21503279,0,HOLD,2016-07-11
100143880,RC160735,0,HOLD,2016-07-11
100143880,T4FR201602590,0,NOLLIE PROSEQUI,2016-07-11
100223314,2CC-16-0115,0,CANCELLED,2016-07-11
100223314,II-16-199,0,TRANSFER/OTHER FACILITY,2016-07-11
100223314,T4FR201603508,0,TRANSFER/OTHER FACILITY,2016-07-11
100243593,RA-16-100,0,CANCELLED,2016-07-11
100243593,RA-16-105,0,HOLD,2016-07-11
100201434,D202CR201500164,0,SENTENCED,2016-07-11
100201434,D202CR201501544,0,SENTENCED,2016-07-11
100025460,T4DV201504699,2500,CASH/SURETY,2016-07-11
100025460,T4FR201603465,50000,CASH/SURETY,2016-07-11
100214750,D202CR201305492,0,HOLD,2016-07-11
100031701,D1314201500122,0,HOLD,2016-07-11
100031701,DV153029,0,SENTENCED,2016-07-11
100031701,T4DV201504104,0,CONCURRENT,2016-07-11
100031701,T4DV201504104,0,CONCURRENT,2016-07-11
100031701,T4DV201504104-1,0,DISMISSED,2016-07-11
100031701,T4DV2016002100,5000,CASH/SURETY,2016-07-11
100173038,D202CR201502274,0,HOLD,2016-07-11
100173038,D202CR201502794,0,THIRD PARTY,2016-07-11
100173038,D202CR201502794-1,0,CONCURRENT,2016-07-11
100229836,2C-14-565,0,CANCELLED,2016-07-11
100229836,D202CR201400687,0,CREDIT TIME SERVED,2016-07-11
100229836,D202CR201405341,0,RELEASE ON RECOGN,2016-07-11
100229836,D202CR201405881,150000,10% TO COURT,2016-07-11
100229836,T4CR201415708,0,NOLLIE PROSEQUI,2016-07-11
100246144,T4FR201603548,25000,CASH/SURETY,2016-07-11
100114563,D202CR201501098,10000,CASH ONLY,2016-07-11
100114563,D202CR201501098-1,0,CONCURRENT,2016-07-11
100114563,D202CR201501437,10000,CASH/SURETY,2016-07-11
100114563,D202CR201501437-1,0,CONCURRENT,2016-07-11
100114563,D202CR201600751,150000,CASH/SURETY,2016-07-11
100114563,D202CR201600769,0,HOLD,2016-07-11
100114563,D202CR201600769-1,0,HOLD,2016-07-11
100114563,D202CR201600895,150000,CASH/SURETY,2016-07-11
100114563,D202CR201600895-1,0,CONCURRENT,2016-07-11
100114563,D202CR201601652,25000,CASH/SURETY,2016-07-11
100114563,T4FR201602025,0,GRAND JURY INDICTMENT,2016-07-11
100114563,T4FR201602441,0,GRAND JURY INDICTMENT,2016-07-11
100054355,D202CR201601436,5000,THIRD PARTY,2016-07-11
100054355,T4CR201506026,0,CREDIT TIME SERVED,2016-07-11
100054355,T4FR201602176,0,GRAND JURY INDICTMENT,2016-07-11
100214318,D202CR201405523,0,CONCURRENT,2016-07-11
100214318,D202CR201405685,0,SENTENCED,2016-07-11
100214318,RC-16-0536,0,CANCELLED,2016-07-11
100214318,T4FR201601949,0,RELEASE ON RECOGN,2016-07-11
100211362,CR20151505JB,0,HOLD,2016-07-11
100211362,D202CR201302458,1000,CASH ONLY,2016-07-11
100211362,D202CR201500025,0,DISMISSED,2016-07-11
100211362,D202CR201500077,40100,CASH/SURETY,2016-07-11
100211362,D202CR201500978,0,DISMISSED,2016-07-11
100211362,D202CR201502676,10000,10% TO COURT,2016-07-11
100211362,T4CR201501426,0,NOLLIE PROSEQUI,2016-07-11
100211362,T4CR201502306,0,NOLLIE PROSEQUI,2016-07-11
100208172,2ISP216116,0,HOLD,2016-07-11
100208172,D202CR201203843,0,HOLD,2016-07-11
100194638,2E-16-0131,0,CANCELLED,2016-07-11
100194638,50129,6000,CASH/SURETY,2016-07-11
100194638,D202CR201404505,0,HOLD,2016-07-11
100194638,D202CR201404518,0,HOLD,2016-07-11
100064837,D202CR20150051,0,HOLD,2016-07-11
100089215,D202CR2016002109,5000,CASH/SURETY,2016-07-11
100089215,D202CR201602119,20000,CASH/SURETY,2016-07-11
100089215,T4FR201603240,0,GRAND JURY INDICTMENT,2016-07-11
100089215,T4FR201603340,0,GRAND JURY INDICTMENT,2016-07-11
100010574,D202CR201601833,5000,OR,2016-07-11
100010574,T4FR201601745,0,GRAND JURY INDICTMENT,2016-07-11
100048462,2SOS16062,0,HOLD,2016-07-11
100007295,D202CR201601845,0,THIRD PARTY,2016-07-11
100007295,T4FR201602852,0,GRAND JURY INDICTMENT,2016-07-11
100210687,D202CR201601690,0,THIRD PARTY,2016-07-11
100210687,T4DV201600368,2500,CASH/SURETY,2016-07-11
100210687,T4FR201602589,0,GRAND JURY INDICTMENT,2016-07-11
100050497,2D-16-00172,0,CANCELLED,2016-07-11
100050497,D202CR200302781,0,HOLD,2016-07-11
100050497,D202CR200401935,0,HOLD,2016-07-11
100050497,D202CR200401935-1,0,HOLD,2016-07-11
100050497,D202CR201403216,0,HOLD,2016-07-11
100095889,2ISP216140,0,CANCELLED,2016-07-11
100095889,D202CR201400535,0,HOLD,2016-07-11
100095889,II-16-187,0,RETAKE ORDER,2016-07-11
100246771,D202CR201502170,0,HOLD,2016-07-11
100176692,D202CS201600007,0,HOLD,2016-07-11
100226141,16-2826JCH,0,HOLD,2016-07-11
100226141,2D-16-0222,0,CANCELLED,2016-07-11
100226141,D202CR201501935,0,OTHER,2016-07-11
100201883,D202CR201202268,0,HOLD,2016-07-11
100201883,D202CR201401663,0,HOLD,2016-07-11
100201883,D202CR201403604,0,HOLD,2016-07-11
100100035,D202CR201400228,0,HOLD,2016-07-11
100123397,D202CR200403734,0,HOLD,2016-07-11
100123397,D202CR200700689,0,HOLD,2016-07-11
100126984,T4TR2016004858,250,CASH ONLY,2016-07-11
100039452,2B-16-155,0,HOLD,2016-07-11
100039452,T4DV201602170,50,CASH/SURETY,2016-07-11
100246209,RA-196-081,0,HOLD,2016-07-11
100246209,T4FR201602843,0,NOLLIE PROSEQUI,2016-07-11
100060596,2C-16-122,0,CANCELLED,2016-07-11
100060596,D202CR201502320,0,HOLD,2016-07-11
100125552,D202CR201200271,2000,CASH ONLY,2016-07-11
100125552,T4CR2016002400,0,DISMISSED,2016-07-11
100125552,T4CR2016002400,0,DISMISSED,2016-07-11
100125552,T4FR201603045,0,NOLLIE PROSEQUI,2016-07-11
100061604,D202CR201305803,0,SENTENCED,2016-07-11
100061604,D202CR201401153,0,SENTENCED,2016-07-11
100061604,RC-16-0695,0,HOLD,2016-07-11
100061604,T4FR201602458,0,NOLLIE PROSEQUI,2016-07-11
100210391,T4DW201501014,0,SENTENCED,2016-07-11
100065823,2C-16-218,0,TRANSFER/OTHER FACILITY,2016-07-11
100065823,II-16-193,0,TRANSFER/OTHER FACILITY,2016-07-11
100214644,2D-15-0435,0,CANCELLED,2016-07-11
100214644,D202CR201404323,0,SENTENCED,2016-07-11
100214644,T4CR201515706,0,RELEASE ON RECOGN,2016-07-11
100137147,T4CR201517094-1,100,CASH ONLY,2016-07-11
100137147,T4CR201517094-2,0,CONCURRENT,2016-07-11
100137147,T4CR201600062,100,CASH ONLY,2016-07-11
100137147,T4CR201607408,100,CASH ONLY,2016-07-11
100137147,T4FR201603674,0,RELEASE ON RECOGN,2016-07-11
100165405,D202CR201600079,0,HOLD,2016-07-11
100165405,T4CR201605228,500,CASH/SURETY,2016-07-11
100165405,T4FR201603528,1000,CASH/SURETY,2016-07-11
100228367,D202CR201503007,15000,THIRD PARTY,2016-07-11
100228367,D202CR201600970,1000,CASH ONLY,2016-07-11
100228367,D202CR201601087,25000,OR,2016-07-11
100228367,D202CR201601133,2500,THIRD PARTY,2016-07-11
100228367,T4CR201508923,5,CASH/SURETY,2016-07-11
100228367,T4CR201508923-1,1000,CASH/SURETY,2016-07-11
100228367,T4CR201604102,500,CASH/SURETY,2016-07-11
100058126,D202CR201501920,17500,THIRD PARTY,2016-07-11
100058126,T4FR201603159,0,NOLLIE PROSEQUI,2016-07-11
100226550,D202CR201405746,0,HOLD,2016-07-11
100226550,T4FR201603538,2500,CASH/SURETY,2016-07-11
100117960,II-16-189,0,TRANSFER/OTHER FACILITY,2016-07-11
100117960,RC160892,0,TRANSFER/OTHER FACILITY,2016-07-11
100117960,T4DV201602300,0,TRANSFER/OTHER FACILITY,2016-07-11
100168478,D202CR201300327,700,CASH ONLY,2016-07-11
100168478,D202DM201200938,400,CASH ONLY,2016-07-11
100168478,T4FR201602030,0,NOLLIE PROSEQUI,2016-07-11
100179658,D202CR201500926,0,SENTENCED,2016-07-11
100021210,D202CR201601625,0,THIRD PARTY,2016-07-11
100176030,2E-16-173,0,HOLD,2016-07-11
100221163,D202CR201502056,0,HOLD,2016-07-11
100221163,D202CR201600326,2500,CASH/SURETY,2016-07-11
100221163,T4CR2016002312,0,CREDIT TIME SERVED,2016-07-11
100151902,D202CR20142453,0,HOLD,2016-07-11
100179445,D202CR200900690,0,HOLD,2016-07-11
100179445,D202CR200901242,0,HOLD,2016-07-11
100179445,D202CR200904327,0,HOLD,2016-07-11
100177326,D1329CR201300166,0,HOLD,2016-07-11
100177326,T4CR201604051,10,CASH ONLY,2016-07-11
100177326,T4TR198511382,0,COURT ORDER RELEASE,2016-07-11
100004590,2D-16-0224,0,CANCELLED,2016-07-11
100004590,D202CR201100110,0,HOLD,2016-07-11
100068841,D202CR201300712,0,SENTENCED,2016-07-11
100246802,T4TR201055796,0,HOLD,2016-07-11
100202513,T4CR201604914,100,CASH ONLY,2016-07-11
100202513,T4FR201602111,0,HOLD,2016-07-11
100117080,T4FR201603609,2500,CASH/SURETY,2016-07-11
100144515,T4DV201403214,0,OTHER,2016-07-11
100112730,RC-16-0970,0,HOLD,2016-07-11
100112730,T4FR201603356,0,RELEASE ON RECOGN,2016-07-11
100244216,D202CR201600205,0,SENTENCED,2016-07-11
100200306,D202CR201601934,5000,OR,2016-07-11
100200306,D202CR201601967,15000,CASH ONLY,2016-07-11
100200306,T4FR201601795,0,NOLLIE PROSEQUI,2016-07-11
100200306,T4FR201603011,0,GRAND JURY INDICTMENT,2016-07-11
100200306,T4TR201609214,0,OTHER,2016-07-11
100201902,D202CR201002431,0,HOLD,2016-07-11
100187968,2A-16-029,0,CANCELLED,2016-07-11
100187968,D202CR201301660,0,SENTENCED,2016-07-11
100245726,16MJ1728,0,HOLD,2016-07-11
100245726,D202CR20161414,12500,20% BOND,2016-07-11
100245726,M45MR201001050,0,COURT ORDER RELEASE,2016-07-11
100245726,T4CR201506983,100,CASH/SURETY,2016-07-11
100245726,T4CR201602100,0,DISMISSED,2016-07-11
100245726,T4DV201501636,1500,CASH/SURETY,2016-07-11
100245726,T4FR201602090,0,GRAND JURY INDICTMENT,2016-07-11
100245726,T4FR201602094,0,COURT ORDER RELEASE,2016-07-11
100224148,D202CR201300544,0,HOLD,2016-07-11
100224148,D202CR201301597,0,CONCURRENT,2016-07-11
100246542,D202CR201602057,0,RELEASE ON RECOGN,2016-07-11
100246542,T4FR201603285,0,GRAND JURY INDICTMENT,2016-07-11
100134738,T4DV201600802,0,HOLD,2016-07-11
100134738,TMP0320518,5000,CASH/SURETY,2016-07-11
100246666,2C-16-219,0,HOLD,2016-07-11
100156261,T4DV201602634,1500,CASH/SURETY,2016-07-11
100215531,D202CR201305456,100000,CASH/SURETY,2016-07-11
100007496,D202CR200504225,0,HOLD,2016-07-11
100099547,2D-16-0170,0,CANCELLED,2016-07-11
100099547,D202CR201403559,0,HOLD,2016-07-11
100099547,T4DV201601643,1000,CASH/SURETY,2016-07-11
100085512,D202CR201503117,0,SENTENCED,2016-07-11
100107963,II-16-195,0,TRANSFER/OTHER FACILITY,2016-07-11
100107963,RC-16-0971,0,CANCELLED,2016-07-11
100245169,M45FR201600230,3000,CASH/SURETY,2016-07-11
100245169,M45FR201600305,1000,CASH/SURETY,2016-07-11
100245169,T4CR2015016970,150,CASH ONLY,2016-07-11
100245169,T4CR201516970,0,CONCURRENT,2016-07-11
100245169,T4FR201603599,0,RELEASE ON RECOGN,2016-07-11
100225613,RC-16-0980,0,HOLD,2016-07-11
100225613,T4FR201603401,2500,CASH/SURETY,2016-07-11
100049811,2CC-16-046,0,CANCELLED,2016-07-11
100049811,D202CR201204706,0,SENTENCED,2016-07-11
100246750,T4CR201223850,300,CASH/SURETY,2016-07-11
100216016,D202CR201402024,3000,CASH ONLY,2016-07-11
100216016,T4FR201601528,0,NOLLIE PROSEQUI,2016-07-11
100058174,D202CR201600786,50000,THIRD PARTY,2016-07-11
100158227,T4CR201604886,0,COURT ORDER RELEASE,2016-07-11
100158227,T4CR201605565,100,CASH/SURETY,2016-07-11
100213799,T4CR2016004664,0,RELEASE ON RECOGN,2016-07-11
100213799,T4CR2016005616,0,NOLLIE PROSEQUI,2016-07-11
100213799,T4CR201604760,0,CREDIT TIME SERVED,2016-07-11
100230486,2ISP216142,0,CANCELLED,2016-07-11
100230486,D202CR201400813,0,SENTENCED,2016-07-11
100230486,D202CR201401381,0,SENTENCED,2016-07-11
100230486,D202CR201401421,0,SENTENCED,2016-07-11
100230486,D202CR201401743,0,SENTENCED,2016-07-11
100230486,T4FR201603078,0,NOLLIE PROSEQUI,2016-07-11
100154998,D202CR201600247,30000,THIRD PARTY,2016-07-11
100154998,D202CR201600274,250000,THIRD PARTY,2016-07-11
100154998,D202CR201600384,15000,THIRD PARTY,2016-07-11
100154998,M59MR201600022,0,CREDIT TIME SERVED,2016-07-11
100154998,T4CR2015016427,0,DISMISSED,2016-07-11
100154998,T4CR201515691,0,RELEASE ON RECOGN,2016-07-11
100154998,T4DV2014004967,0,DISMISSED,2016-07-11
100154998,T4DV2014004967-1,0,DISMISSED,2016-07-11
100154998,T4DV2015001861,0,SENTENCED,2016-07-11
100154998,T4DV20155770,0,GRAND JURY INDICTMENT,2016-07-11
100154998,T4FR201600051,0,GRAND JURY INDICTMENT,2016-07-11
100163033,2B-16-134,0,CANCELLED,2016-07-11
100163033,D202CR201500438-1,0,SENTENCED,2016-07-11
100163033,D202CR2016002110,15000,CASH/SURETY,2016-07-11
100048401,D202CR201502871,1000,CASH/SURETY,2016-07-11
100048401,D202CR201502871-1,2500,CASH/SURETY,2016-07-11
100245711,RC-16-0587,0,HOLD,2016-07-11
100245711,T4DW201600775,0,SENTENCED,2016-07-11
100190758,T4DW201500311,0,SENTENCED,2016-07-11
100190758,T4DW201600992,5000,CASH/SURETY,2016-07-11
100016432,T4DV201300993,7500,CASH/SURETY,2016-07-11
100016432,T4DV201300993-1,0,CONCURRENT,2016-07-11
100039980,T4DV201602738,0,RELEASE ON RECOGN,2016-07-11
100230901,D202CR201502612-1,0,HOLD,2016-07-11
100230901,D202CR201502612-2,0,HOLD,2016-07-11
100039407,D202CR20140345,0,SENTENCED,2016-07-11
100245921,2D-16-242,0,HOLD,2016-07-11
100236948,D202CR201501663,0,SENTENCED,2016-07-11
100110006,D202CR201602045,50000,CASH/SURETY,2016-07-11
100110006,T4DV201600182,0,CONCURRENT,2016-07-11
100110006,T4DV201600182,0,CONCURRENT,2016-07-11
100110006,T4DV201600182-1,500,CASH ONLY,2016-07-11
100110006,T4FR201602900,0,GRAND JURY INDICTMENT,2016-07-11
100211274,D202CR201501557,0,HOLD,2016-07-11
100246655,T4DV201602570,2500,CASH/SURETY,2016-07-11
100246655,T4FR2016003432,0,HOLD,2016-07-11
100036045,T4CR201604777,250,CASH/SURETY,2016-07-11
100036045,T4DV201602500,7500,CASH/SURETY,2016-07-11
100016220,T4DW200903048,0,SENTENCED,2016-07-11
100016220,T4FR201603127,0,RELEASE ON RECOGN,2016-07-11
100234476,5B16064,0,HOLD,2016-07-11
100234476,D202CR201502325,0,HOLD,2016-07-11
100234476,M17VM201600088,0,HOLD,2016-07-11
100234476,M17VM201600088-1,0,CONCURRENT,2016-07-11
100221036,2C-16-213,0,HOLD,2016-07-11
100221036,D202CR201402047,0,HOLD,2016-07-11
100221036,D202CR201500642,0,HOLD,2016-07-11
100237355,D202CR201501471,0,SENTENCED,2016-07-11
100236811,D202CR201501683-1,0,SENTENCED,2016-07-11
100236811,D202CR201501683-2,0,CONCURRENT,2016-07-11
100236811,D202CR201601737,2500,CASH/SURETY,2016-07-11
100236811,T4FR201602560,0,GRAND JURY INDICTMENT,2016-07-11
100236811,T4FR201602560-1,0,HOLD,2016-07-11
100236811,T4FR201602616,0,NOLLIE PROSEQUI,2016-07-11
100199833,2B-16-064,0,CANCELLED,2016-07-11
100199833,D202CR201101879,0,HOLD,2016-07-11
100199833,D202CR201102914,0,CONCURRENT,2016-07-11
100199833,T4CR201512122,0,RELEASE ON RECOGN,2016-07-11
100199833,T4FR201602779,0,NOLLIE PROSEQUI,2016-07-11
100075012,D1329CR201600211,2500,CASH/SURETY,2016-07-11
100075012,D202CR201600987,10000,CASH/SURETY,2016-07-11
100075012,D202CR201601595,0,UNSECURED BOND,2016-07-11
100075012,T4CR201602878,0,COURT ORDER RELEASE,2016-07-11
100148387,D202DM200703298,2250,CASH ONLY,2016-07-11
100235519,D202CR 201402948,0,HOLD,2016-07-11
100235519,D202CR201600510,2500,OR,2016-07-11
100235519,D202CR201601074,0,CASH/SURETY,2016-07-11
100057231,D1329CR20150073,1000,CASH/SURETY,2016-07-11
100057231,D202ER201500061,5000,CASH/SURETY,2016-07-11
100057231,T4CR201105479,0,DISMISSED,2016-07-11
100178733,D202CR201004400,0,HOLD,2016-07-11
100009162,T4FR201603615,2500,CASH/SURETY,2016-07-11
100246529,D202CR201602054,0,UNSECURED BOND,2016-07-11
100246529,T4FR201603256,0,GRAND JURY INDICTMENT,2016-07-11
100240473,D202CR201500798,150000,CASH ONLY,2016-07-11
100240473,T4CR201417753,0,RELEASE ON RECOGN,2016-07-11
100240473,T4FR201602696,0,RELEASE ON RECOGN,2016-07-11
100109623,T4CR201601095,185,CASH ONLY,2016-07-11
100109623,T4CR201601095-1,50,CASH ONLY,2016-07-11
100109623,TMP0320521,750,CASH/SURETY,2016-07-11
100235941,D202CR201402861,100000,CASH ONLY,2016-07-11
100235941,T4CR201408498,0,GRAND JURY INDICTMENT,2016-07-11
100235941,T4CR201409361,0,DISMISSED,2016-07-11
100214953,2A-16-219,0,HOLD,2016-07-11
100137938,D202CR201400501,2500,CASH ONLY,2016-07-11
100242879,TMP0320516,2500,CASH/SURETY,2016-07-11
100035445,T4DW201600796,10000,CASH ONLY,2016-07-11
100142484,D202CR201501617,0,HOLD,2016-07-11
100142484,D202CR201502817,0,HOLD,2016-07-11
100142484,RC160858,0,CANCELLED,2016-07-11
100142484,T4DV201602112,5000,CASH/SURETY,2016-07-11
100201400,2C-16-166,0,CANCELLED,2016-07-11
100201400,D202CR201501752,0,SENTENCED,2016-07-11
100245658,T4CR201605604,1500,CASH/SURETY,2016-07-11
100243787,D202DV2016598,0,RELEASE ON RECOGN,2016-07-11
100243787,T4DV201505569,5000,CASH/SURETY,2016-07-11
100243787,T4DV201505569-1,0,HOLD,2016-07-11
100243787,T4DV201601884,5000,CASH/SURETY,2016-07-11
100243787,T4FR201603353,15000,CASH/SURETY,2016-07-11
100137988,D202CR201502768,0,SENTENCED,2016-07-11
100137988,D202CR201600010,0,SENTENCED,2016-07-11
100062803,D202CR201503102,0,HOLD,2016-07-11
100062803,T4CR201605110,0,CREDIT TIME SERVED,2016-07-11
100199265,2CC-16-026,0,HOLD,2016-07-11
100199265,D202CR20102908,0,HOLD,2016-07-11
100243903,D202CR201503400,0,SENTENCED,2016-07-11
100243903,RC-16-0668,0,CANCELLED,2016-07-11
100243903,T4DV201601970,1000,CASH/SURETY,2016-07-11
100241925,D202CR201501998,0,HOLD,2016-07-11
100119324,D1329CR201500357,10000,CASH ONLY,2016-07-11
100119324,D202CR201300022,0,SENTENCED,2016-07-11
100119324,D202CR201302246,0,SENTENCED,2016-07-11
100166391,T4DW201501413,0,OTHER,2016-07-11
100243310,2A162016,0,CANCELLED,2016-07-11
100243310,D202CR201404390,0,SENTENCED,2016-07-11
100230096,D202CR201502997,20000,CASH ONLY,2016-07-11
100230096,T4CR201514315,0,GRAND JURY INDICTMENT,2016-07-11
100230096,T4CR201514322,0,GRAND JURY INDICTMENT,2016-07-11
100143149,D1329CR201500314,5000,CASH/SURETY,2016-07-11
100143149,M45FR201600022,200,CASH ONLY,2016-07-11
100143149,M45VM201500243,300,CASH/SURETY,2016-07-11
100143149,T4FR201603554,5000,CASH/SURETY,2016-07-11
100143149,T4TR2003046723,0,DISMISSED,2016-07-11
100143149,T4TR2009054798,0,COURT ORDER RELEASE,2016-07-11
100220478,T4CR2016003855,250,CASH/SURETY,2016-07-11
100181498,RC-16-1030,0,HOLD,2016-07-11
100065483,T4DV201602737,0,RELEASE ON RECOGN,2016-07-11
100193482,T4DV201100033,10000,CASH/SURETY,2016-07-11
100193482,T4DV201100033-1,0,CONCURRENT,2016-07-11
100193482,T4DV201100649,15000,CASH/SURETY,2016-07-11
100243804,T4FR201603631,10000,CASH/SURETY,2016-07-11
100245050,D202CR201600878,250000,THIRD PARTY,2016-07-11
100245050,M61TR201501030,0,CREDIT TIME SERVED,2016-07-11
100245050,T4FR201601197,0,GRAND JURY INDICTMENT,2016-07-11
100100841,D202CR201502118,0,HOLD,2016-07-11
100100841,D202CR2016001167,20000,CASH ONLY,2016-07-11
100100841,T4CR201509799,0,GRAND JURY INDICTMENT,2016-07-11
100100841,T4DV2014001209,0,COURT ORDER RELEASE,2016-07-11
100100841,T4DV2014001209-1,0,CONCURRENT,2016-07-11
100100841,T4DV2015005851,0,NOLLIE PROSEQUI,2016-07-11
100100841,T4FR201602692,0,NOLLIE PROSEQUI,2016-07-11
100177835,D202CR201501369,0,SENTENCED,2016-07-11
100191418,D202CR201205934,0,SENTENCED,2016-07-11
100230966,D202CR201501051,0,SENTENCED,2016-07-11
100137915,T4DW200405751,0,SENTENCED,2016-07-11
100177094,D202CR20152724,0,HOLD,2016-07-11
100207030,D202CR201502900,5000,OR,2016-07-11
100207030,T4DV201503477,0,DISMISSED,2016-07-11
100207030,T4DV201503477-1,0,DISMISSED,2016-07-11
100198219,2D16204,0,HOLD,2016-07-11
100198219,D202CR201502661,0,SENTENCED,2016-07-11
100013290,D202CR201104848,0,HOLD,2016-07-11
100013290,RC-16-0998,0,HOLD,2016-07-11
100013290,T4FR201603441,0,NOLLIE PROSEQUI,2016-07-11
100176396,T4DV2015005419,250,CASH/SURETY,2016-07-11
100176396,T4DV201505300,0,COURT ORDER RELEASE,2016-07-11
100176396,T4DV201601596,50,CASH/SURETY,2016-07-11
100176396,T4DV201602053,2500,CASH/SURETY,2016-07-11
100176396,T4DV201602208,1500,CASH/SURETY,2016-07-11
100009629,2E-16-0088,0,CANCELLED,2016-07-11
100009629,D202CR201104355,0,SENTENCED,2016-07-11
100227018,2ISP2 16 143,0,HOLD,2016-07-11
100227018,61-289,0,HOLD,2016-07-11
100227018,D202CR201601490,500,OR,2016-07-11
100244037,D1333CR20160004,0,HOLD,2016-07-11
100244037,T4CR201605872,10,CASH ONLY,2016-07-11
100210210,D202CR2015001529,0,SENTENCED,2016-07-11
100210210,RC-15-978,0,HOLD,2016-07-11
100246713,16-175,0,HOLD,2016-07-11
100246713,RC-16-0464,0,HOLD,2016-07-11
100195497,D202CR20160112,0,HOLD,2016-07-11
100195497,D202CR20160266,0,CASH/SURETY,2016-07-11
100195497,T4CR201516927,0,GRAND JURY INDICTMENT,2016-07-11
100227664,D202CR201305101,0,SENTENCED,2016-07-11
100141520,D202CR201401119,0,HOLD,2016-07-11
100141520,D202DV201502234,0,RELEASE ON RECOGN,2016-07-11
100141520,T4DV201505947,0,DISMISSED,2016-07-11
100141520,T4DV201506077,0,THIRD PARTY,2016-07-11
100141520,T4DV201600129,2500,CASH/SURETY,2016-07-11
100141520,T4DV201600342,0,DISMISSED,2016-07-11
100083640,2A-15-464,0,CANCELLED,2016-07-11
100083640,D202CR201304173,0,SENTENCED,2016-07-11
100083640,D202CR201401465,0,SENTENCED,2016-07-11
100228576,D202CR201404297,17500,OR,2016-07-11
100228576,D202CR201404297-1,0,CONCURRENT,2016-07-11
100228576,T4DW201500325,0,CREDIT TIME SERVED,2016-07-11
100228576,T4DW201500325-1,0,CREDIT TIME SERVED,2016-07-11
100228576,T4DW201500325-2,0,CREDIT TIME SERVED,2016-07-11
100228576,T4FR201600766,0,NOLLIE PROSEQUI,2016-07-11
100018503,T4FR201603404,10000,CASH/SURETY,2016-07-11
100242756,2C-16-180,0,CANCELLED,2016-07-11
100242756,D202CR201601223,0,SENTENCED,2016-07-11
100242756,T4FR201603150,0,NOLLIE PROSEQUI,2016-07-11
100162364,D202CR201403991,0,NOLLIE PROSEQUI,2016-07-11
100162364,D202CR201501677,0,HOLD,2016-07-11
100162364,T4CR201503842,0,RELEASE ON RECOGN,2016-07-11
100151951,D202CR201405427,50000,CASH/SURETY,2016-07-11
100151951,D202CR201601906,25000,OR,2016-07-11
100151951,T4FR201602929,0,GRAND JURY INDICTMENT,2016-07-11
100241519,D202CR201601346,15000,THIRD PARTY,2016-07-11
100241519,D911CR201400025,5000,CASH ONLY,2016-07-11
100241519,T4CR201516739,0,NOLLIE PROSEQUI,2016-07-11
100241519,T4DV2015002825-1,0,CONCURRENT,2016-07-11
100241519,T4DV201502825,0,CONCURRENT,2016-07-11
100241519,T4DV201502825,5000,CASH ONLY,2016-07-11
100241519,T4DV201502825-2,0,CONCURRENT,2016-07-11
